cluster,max_label,max_proportion
0,10a11,0.04347826
1,2a3,0.2580645
2,2a5,0.083333336
3,7a8,0.05732484
4,3a4,0.06443914
5,9a11,0.060606062
6,9a10,0.0794702
7,3a8,0.071428575
8,2a7,0.06557377
9,2a3,0.2
10,2a5,0.118644066
11,7a8,0.074074075
12,3a8,0.05479452
13,3a4,0.057471264
14,4a5,0.06338028
15,4a7,0.05263158
16,2a7,0.077922076
17,2a5,0.13636364
18,11a12,0.06349207
19,4a9,0.046153847
20,3a4,0.056737587
21,2a7,0.06122449
22,10a11,0.16666667
23,9a11,0.049046323
24,7a8,0.052173913
25,2a3,0.25
26,2a3,0.30769232
27,7a8,0.05970149
28,7a10,0.05263158
29,3a8,0.1
30,2a3,0.09677419
31,4a9,0.04761905
32,5a11,0.05970149
33,10a11,0.05925926
34,10a11,0.16216215
35,3a5,0.071428575
36,10a11,0.06557377
37,2a5,0.15625
38,11a12,0.060606062
39,2a3,0.14583333
40,2a3,0.3181818
41,4a9,0.125
