cluster,max_label,max_proportion
0,6a7,0.07017544
1,2a5,0.12195122
2,2a3,0.54545456
3,2a3,0.36842105
4,11a12,0.10169491
5,2a3,0.094339624
6,10a11,0.05882353
7,3a4,0.15
8,9a10,0.14285715
9,2a7,0.15
10,11a12,0.09090909
11,2a3,0.25
12,2a3,0.5
13,6a11,0.07586207
14,2a7,0.1
15,8a11,0.06521739
16,3a4,0.06896552
17,2a3,0.0754717
18,4a9,0.06363636
19,7a9,0.07453416
20,2a7,0.11764706
21,3a4,0.08955224
22,2a5,0.09615385
23,11a12,0.08695652
24,7a11,0.07058824
25,9a10,0.12698413
26,3a5,0.22222222
27,3a4,0.05882353
28,2a5,0.10666667
29,2a3,0.2857143
30,8a11,0.22222222
31,3a5,0.05982906
32,4a5,0.06451613
33,2a3,0.29411766
34,2a5,0.056603774
35,3a4,0.07017544
36,2a5,0.125
37,2a5,0.10714286
38,3a4,0.125
39,7a8,0.071428575
40,4a9,0.045454547
41,4a5,0.0625
42,11a12,0.15189873
43,2a7,0.07692308
44,2a7,0.13953489
45,2a7,0.11111111
46,6a7,0.09016393
47,5a11,0.083333336
48,9a11,0.08888889
49,11a12,0.070512824
50,8a11,0.078125
51,2a5,0.10810811
52,7a8,0.07619048
53,10a11,0.060606062
54,2a3,0.083333336
55,5a11,0.071428575
56,2a5,0.5
57,11a12,0.1521739
58,2a3,1.0
59,2a7,0.05982906
60,3a7,0.13333334
61,2a7,0.05982906
62,10a11,0.16
63,8a11,0.11764706
64,2a7,0.057142857
65,2a3,0.07936508
66,2a3,0.3888889
67,5a9,0.3
68,6a7,0.05940594
69,11a12,1.0
70,3a8,0.057142857
71,7a12,0.0952381
72,3a4,0.2
73,2a5,0.07317073
74,2a3,0.44444445
75,3a4,0.16666667
76,2a3,0.5714286
77,2a3,0.4
78,5a11,0.056603774
79,2a7,0.10810811
80,7a9,0.16666667
81,2a3,0.25
82,4a5,0.12903225
83,7a10,0.6666667
84,3a4,0.23529412
85,2a3,0.6
86,2a7,0.16
87,3a8,1.0
88,4a9,0.5
89,2a3,0.2
90,9a10,0.19354838
91,5a6,0.11764706
92,9a10,0.05882353
93,2a7,0.16666667
94,5a6,0.13636364
95,3a5,0.0625
96,2a5,0.15384616
97,3a8,0.071428575
98,7a8,0.0625
99,2a7,0.121212125
100,2a7,0.11764706
101,5a11,0.07692308
102,4a9,0.10526316
103,11a12,1.0
104,3a8,1.0
105,4a9,0.25
106,2a7,0.33333334
107,7a12,1.0
108,2a7,0.16666667
109,2a5,0.2
110,2a3,1.0
111,4a9,0.069767445
