cluster,max_label,max_proportion
0,5a8,0.078125
1,4a7,0.049382716
2,3a5,0.06603774
3,2a3,0.116883114
4,7a8,0.10204082
5,2a5,0.10526316
6,4a5,0.084337346
7,2a7,0.05970149
8,8a9,0.051282052
9,3a4,0.125
10,6a11,0.10810811
11,11a12,0.10989011
12,7a11,0.0625
13,9a11,0.056603774
14,3a4,0.0625
15,2a5,0.14285715
16,2a3,0.2
17,2a3,0.18604651
18,2a3,0.33333334
19,2a5,0.10869565
20,7a12,0.07438017
21,3a4,0.057692308
22,11a12,0.10843374
23,8a11,0.12962963
24,7a12,0.093023255
25,11a12,0.1388889
26,10a11,0.1764706
27,11a12,0.13636364
28,4a5,0.06666667
29,4a9,0.06741573
30,2a3,0.21621622
31,2a7,0.06451613
32,11a12,0.08
33,7a8,0.06849315
34,5a11,0.05172414
35,8a11,0.1724138
36,6a11,0.06779661
37,4a9,0.074074075
38,4a9,0.08510638
39,2a3,0.13636364
40,5a9,0.0877193
41,2a5,0.08928572
42,2a3,0.21428572
43,2a5,0.06
44,9a10,0.064
45,5a8,0.10638298
46,2a3,0.24390244
47,2a3,0.2820513
48,2a5,0.11290322
49,2a5,0.07692308
50,7a11,0.094339624
51,2a3,0.10526316
52,2a5,0.10526316
53,3a5,0.078947365
54,7a8,0.09090909
55,7a8,0.104166664
56,2a5,0.11764706
57,3a5,0.09090909
58,4a5,0.07692308
59,9a10,0.0754717
60,6a7,0.08
61,6a7,0.06306306
62,5a11,0.05970149
63,3a8,0.04819277
64,3a5,0.08695652
65,7a10,0.05102041
66,5a8,0.07272727
67,11a12,0.18867925
68,5a11,0.05263158
69,5a9,0.109375
70,6a7,0.06382979
71,2a7,0.12820514
72,2a5,0.13043478
73,2a5,0.1
74,11a12,0.19354838
75,8a11,0.071428575
76,9a10,0.118644066
77,2a5,0.09090909
78,9a10,0.1627907
79,3a7,0.08571429
80,11a12,0.41666666
81,8a11,0.12280702
82,7a12,0.1875
83,3a4,0.13513513
