poly,proportion
3a8,0.07317073170731707
5a7,0.06097560975609756
5a8,0.06097560975609756
2a7,0.06097560975609756
3a7,0.04878048780487805
4a7,0.04878048780487805
4a9,0.04878048780487805
5a6,0.04878048780487805
5a9,0.04878048780487805
5a11,0.04878048780487805
6a7,0.04878048780487805
6a11,0.036585365853658534
7a8,0.036585365853658534
7a9,0.036585365853658534
7a10,0.036585365853658534
2a5,0.036585365853658534
4a5,0.036585365853658534
11a12,0.024390243902439025
7a12,0.024390243902439025
8a9,0.024390243902439025
9a10,0.024390243902439025
3a5,0.024390243902439025
7a11,0.012195121951219513
8a11,0.012195121951219513
9a11,0.012195121951219513
10a11,0.012195121951219513
3a4,0.012195121951219513
