quality,proportion
fulldim7,0.15320665083135393
augmajor7,0.13539192399049882
minor7,0.1342042755344418
major7,0.12589073634204276
augminor7,0.12470308788598575
minormajor7,0.11520190023752969
majorminor7,0.10807600950118765
halfdim7,0.10332541567695962
