cluster,max_label,max_proportion
0,4a7,0.067010306
1,4a5,0.06081081
2,9a11,0.0859375
3,2a3,0.26
4,3a8,0.0591716
5,2a5,0.0720339
6,7a8,0.047368422
7,11a12,0.06422018
8,2a3,0.13235295
9,11a12,0.115384616
10,11a12,0.07798165
11,4a9,0.052469134
12,9a10,0.048309177
13,11a12,0.08571429
14,4a5,0.073015876
15,2a3,0.22881356
16,2a7,0.066176474
17,7a12,0.09417041
18,4a5,0.072072074
19,3a8,0.10989011
20,3a4,0.088
21,11a12,0.08888889
22,8a11,0.06467662
23,2a7,0.062893085
24,5a7,0.067567565
25,3a4,0.11627907
26,2a3,0.121212125
27,7a10,0.06936416
