poly,proportion
2a5,0.09345794392523364
3a4,0.08411214953271028
3a5,0.08411214953271028
3a7,0.07476635514018691
2a7,0.06542056074766354
4a5,0.056074766355140186
2a3,0.056074766355140186
4a7,0.04672897196261682
5a7,0.04672897196261682
6a7,0.04672897196261682
3a8,0.04672897196261682
5a8,0.037383177570093455
7a8,0.037383177570093455
5a6,0.028037383177570093
6a11,0.028037383177570093
8a9,0.028037383177570093
7a10,0.028037383177570093
7a11,0.028037383177570093
5a9,0.018691588785046728
7a12,0.018691588785046728
8a11,0.009345794392523364
9a10,0.009345794392523364
7a9,0.009345794392523364
4a9,0.009345794392523364
5a11,0.009345794392523364
