fold,fold_count,norm_ratio,count,proportion
1,1530,0.0,45,0.029411764705882353
1,1530,0.054982817869415786,45,0.029411764705882353
1,1530,0.12371134020618553,45,0.029411764705882353
1,1530,0.1413843888070692,45,0.029411764705882353
1,1530,0.16082474226804122,45,0.029411764705882353
1,1530,0.24742268041237114,45,0.029411764705882353
1,1530,0.26288659793814434,45,0.029411764705882353
1,1530,0.29690721649484536,45,0.029411764705882353
1,1530,0.3195876288659794,45,0.029411764705882353
1,1530,0.33578792341678937,45,0.029411764705882353
1,1530,0.3573883161512027,45,0.029411764705882353
1,1530,0.37113402061855666,45,0.029411764705882353
1,1530,0.4948453608247422,45,0.029411764705882353
1,1530,0.5085910652920962,45,0.029411764705882353
1,1530,0.5301914580265095,45,0.029411764705882353
1,1530,0.5463917525773196,45,0.029411764705882353
1,1530,0.5690721649484536,45,0.029411764705882353
1,1530,0.6030927835051546,45,0.029411764705882353
1,1530,0.6185567010309279,45,0.029411764705882353
1,1530,0.6597938144329896,45,0.029411764705882353
1,1530,0.7051546391752576,45,0.029411764705882353
1,1530,0.7245949926362298,45,0.029411764705882353
1,1530,0.7422680412371133,45,0.029411764705882353
1,1530,0.7731958762886597,45,0.029411764705882353
1,1530,0.8109965635738833,45,0.029411764705882353
1,1530,0.8412371134020619,45,0.029411764705882353
1,1530,0.8659793814432991,45,0.029411764705882353
1,1530,0.88659793814433,45,0.029411764705882353
1,1530,0.9189985272459499,45,0.029411764705882353
1,1530,0.9432989690721648,45,0.029411764705882353
1,1530,0.9621993127147764,45,0.029411764705882353
1,1530,0.9773195876288661,45,0.029411764705882353
1,1530,0.9896907216494846,45,0.029411764705882353
1,1530,1.0,45,0.029411764705882353
2,1530,0.0,45,0.029411764705882353
2,1530,0.054982817869415786,45,0.029411764705882353
2,1530,0.12371134020618553,45,0.029411764705882353
2,1530,0.1413843888070692,45,0.029411764705882353
2,1530,0.16082474226804122,45,0.029411764705882353
2,1530,0.24742268041237114,45,0.029411764705882353
2,1530,0.26288659793814434,45,0.029411764705882353
2,1530,0.29690721649484536,45,0.029411764705882353
2,1530,0.3195876288659794,45,0.029411764705882353
2,1530,0.33578792341678937,45,0.029411764705882353
2,1530,0.3573883161512027,45,0.029411764705882353
2,1530,0.37113402061855666,45,0.029411764705882353
2,1530,0.4948453608247422,45,0.029411764705882353
2,1530,0.5085910652920962,45,0.029411764705882353
2,1530,0.5301914580265095,45,0.029411764705882353
2,1530,0.5463917525773196,45,0.029411764705882353
2,1530,0.5690721649484536,45,0.029411764705882353
2,1530,0.6030927835051546,45,0.029411764705882353
2,1530,0.6185567010309279,45,0.029411764705882353
2,1530,0.6597938144329896,45,0.029411764705882353
2,1530,0.7051546391752576,45,0.029411764705882353
2,1530,0.7245949926362298,45,0.029411764705882353
2,1530,0.7422680412371133,45,0.029411764705882353
2,1530,0.7731958762886597,45,0.029411764705882353
2,1530,0.8109965635738833,45,0.029411764705882353
2,1530,0.8412371134020619,45,0.029411764705882353
2,1530,0.8659793814432991,45,0.029411764705882353
2,1530,0.88659793814433,45,0.029411764705882353
2,1530,0.9189985272459499,45,0.029411764705882353
2,1530,0.9432989690721648,45,0.029411764705882353
2,1530,0.9621993127147764,45,0.029411764705882353
2,1530,0.9773195876288661,45,0.029411764705882353
2,1530,0.9896907216494846,45,0.029411764705882353
2,1530,1.0,45,0.029411764705882353
3,1530,0.0,45,0.029411764705882353
3,1530,0.054982817869415786,45,0.029411764705882353
3,1530,0.12371134020618553,45,0.029411764705882353
3,1530,0.1413843888070692,45,0.029411764705882353
3,1530,0.16082474226804122,45,0.029411764705882353
3,1530,0.24742268041237114,45,0.029411764705882353
3,1530,0.26288659793814434,45,0.029411764705882353
3,1530,0.29690721649484536,45,0.029411764705882353
3,1530,0.3195876288659794,45,0.029411764705882353
3,1530,0.33578792341678937,45,0.029411764705882353
3,1530,0.3573883161512027,45,0.029411764705882353
3,1530,0.37113402061855666,45,0.029411764705882353
3,1530,0.4948453608247422,45,0.029411764705882353
3,1530,0.5085910652920962,45,0.029411764705882353
3,1530,0.5301914580265095,45,0.029411764705882353
3,1530,0.5463917525773196,45,0.029411764705882353
3,1530,0.5690721649484536,45,0.029411764705882353
3,1530,0.6030927835051546,45,0.029411764705882353
3,1530,0.6185567010309279,45,0.029411764705882353
3,1530,0.6597938144329896,45,0.029411764705882353
3,1530,0.7051546391752576,45,0.029411764705882353
3,1530,0.7245949926362298,45,0.029411764705882353
3,1530,0.7422680412371133,45,0.029411764705882353
3,1530,0.7731958762886597,45,0.029411764705882353
3,1530,0.8109965635738833,45,0.029411764705882353
3,1530,0.8412371134020619,45,0.029411764705882353
3,1530,0.8659793814432991,45,0.029411764705882353
3,1530,0.88659793814433,45,0.029411764705882353
3,1530,0.9189985272459499,45,0.029411764705882353
3,1530,0.9432989690721648,45,0.029411764705882353
3,1530,0.9621993127147764,45,0.029411764705882353
3,1530,0.9773195876288661,45,0.029411764705882353
3,1530,0.9896907216494846,45,0.029411764705882353
3,1530,1.0,45,0.029411764705882353
4,1530,0.0,45,0.029411764705882353
4,1530,0.054982817869415786,45,0.029411764705882353
4,1530,0.12371134020618553,45,0.029411764705882353
4,1530,0.1413843888070692,45,0.029411764705882353
4,1530,0.16082474226804122,45,0.029411764705882353
4,1530,0.24742268041237114,45,0.029411764705882353
4,1530,0.26288659793814434,45,0.029411764705882353
4,1530,0.29690721649484536,45,0.029411764705882353
4,1530,0.3195876288659794,45,0.029411764705882353
4,1530,0.33578792341678937,45,0.029411764705882353
4,1530,0.3573883161512027,45,0.029411764705882353
4,1530,0.37113402061855666,45,0.029411764705882353
4,1530,0.4948453608247422,45,0.029411764705882353
4,1530,0.5085910652920962,45,0.029411764705882353
4,1530,0.5301914580265095,45,0.029411764705882353
4,1530,0.5463917525773196,45,0.029411764705882353
4,1530,0.5690721649484536,45,0.029411764705882353
4,1530,0.6030927835051546,45,0.029411764705882353
4,1530,0.6185567010309279,45,0.029411764705882353
4,1530,0.6597938144329896,45,0.029411764705882353
4,1530,0.7051546391752576,45,0.029411764705882353
4,1530,0.7245949926362298,45,0.029411764705882353
4,1530,0.7422680412371133,45,0.029411764705882353
4,1530,0.7731958762886597,45,0.029411764705882353
4,1530,0.8109965635738833,45,0.029411764705882353
4,1530,0.8412371134020619,45,0.029411764705882353
4,1530,0.8659793814432991,45,0.029411764705882353
4,1530,0.88659793814433,45,0.029411764705882353
4,1530,0.9189985272459499,45,0.029411764705882353
4,1530,0.9432989690721648,45,0.029411764705882353
4,1530,0.9621993127147764,45,0.029411764705882353
4,1530,0.9773195876288661,45,0.029411764705882353
4,1530,0.9896907216494846,45,0.029411764705882353
4,1530,1.0,45,0.029411764705882353
5,1530,0.0,45,0.029411764705882353
5,1530,0.054982817869415786,45,0.029411764705882353
5,1530,0.12371134020618553,45,0.029411764705882353
5,1530,0.1413843888070692,45,0.029411764705882353
5,1530,0.16082474226804122,45,0.029411764705882353
5,1530,0.24742268041237114,45,0.029411764705882353
5,1530,0.26288659793814434,45,0.029411764705882353
5,1530,0.29690721649484536,45,0.029411764705882353
5,1530,0.3195876288659794,45,0.029411764705882353
5,1530,0.33578792341678937,45,0.029411764705882353
5,1530,0.3573883161512027,45,0.029411764705882353
5,1530,0.37113402061855666,45,0.029411764705882353
5,1530,0.4948453608247422,45,0.029411764705882353
5,1530,0.5085910652920962,45,0.029411764705882353
5,1530,0.5301914580265095,45,0.029411764705882353
5,1530,0.5463917525773196,45,0.029411764705882353
5,1530,0.5690721649484536,45,0.029411764705882353
5,1530,0.6030927835051546,45,0.029411764705882353
5,1530,0.6185567010309279,45,0.029411764705882353
5,1530,0.6597938144329896,45,0.029411764705882353
5,1530,0.7051546391752576,45,0.029411764705882353
5,1530,0.7245949926362298,45,0.029411764705882353
5,1530,0.7422680412371133,45,0.029411764705882353
5,1530,0.7731958762886597,45,0.029411764705882353
5,1530,0.8109965635738833,45,0.029411764705882353
5,1530,0.8412371134020619,45,0.029411764705882353
5,1530,0.8659793814432991,45,0.029411764705882353
5,1530,0.88659793814433,45,0.029411764705882353
5,1530,0.9189985272459499,45,0.029411764705882353
5,1530,0.9432989690721648,45,0.029411764705882353
5,1530,0.9621993127147764,45,0.029411764705882353
5,1530,0.9773195876288661,45,0.029411764705882353
5,1530,0.9896907216494846,45,0.029411764705882353
5,1530,1.0,45,0.029411764705882353
6,1530,0.0,45,0.029411764705882353
6,1530,0.054982817869415786,45,0.029411764705882353
6,1530,0.12371134020618553,45,0.029411764705882353
6,1530,0.1413843888070692,45,0.029411764705882353
6,1530,0.16082474226804122,45,0.029411764705882353
6,1530,0.24742268041237114,45,0.029411764705882353
6,1530,0.26288659793814434,45,0.029411764705882353
6,1530,0.29690721649484536,45,0.029411764705882353
6,1530,0.3195876288659794,45,0.029411764705882353
6,1530,0.33578792341678937,45,0.029411764705882353
6,1530,0.3573883161512027,45,0.029411764705882353
6,1530,0.37113402061855666,45,0.029411764705882353
6,1530,0.4948453608247422,45,0.029411764705882353
6,1530,0.5085910652920962,45,0.029411764705882353
6,1530,0.5301914580265095,45,0.029411764705882353
6,1530,0.5463917525773196,45,0.029411764705882353
6,1530,0.5690721649484536,45,0.029411764705882353
6,1530,0.6030927835051546,45,0.029411764705882353
6,1530,0.6185567010309279,45,0.029411764705882353
6,1530,0.6597938144329896,45,0.029411764705882353
6,1530,0.7051546391752576,45,0.029411764705882353
6,1530,0.7245949926362298,45,0.029411764705882353
6,1530,0.7422680412371133,45,0.029411764705882353
6,1530,0.7731958762886597,45,0.029411764705882353
6,1530,0.8109965635738833,45,0.029411764705882353
6,1530,0.8412371134020619,45,0.029411764705882353
6,1530,0.8659793814432991,45,0.029411764705882353
6,1530,0.88659793814433,45,0.029411764705882353
6,1530,0.9189985272459499,45,0.029411764705882353
6,1530,0.9432989690721648,45,0.029411764705882353
6,1530,0.9621993127147764,45,0.029411764705882353
6,1530,0.9773195876288661,45,0.029411764705882353
6,1530,0.9896907216494846,45,0.029411764705882353
6,1530,1.0,45,0.029411764705882353
7,1530,0.0,45,0.029411764705882353
7,1530,0.054982817869415786,45,0.029411764705882353
7,1530,0.12371134020618553,45,0.029411764705882353
7,1530,0.1413843888070692,45,0.029411764705882353
7,1530,0.16082474226804122,45,0.029411764705882353
7,1530,0.24742268041237114,45,0.029411764705882353
7,1530,0.26288659793814434,45,0.029411764705882353
7,1530,0.29690721649484536,45,0.029411764705882353
7,1530,0.3195876288659794,45,0.029411764705882353
7,1530,0.33578792341678937,45,0.029411764705882353
7,1530,0.3573883161512027,45,0.029411764705882353
7,1530,0.37113402061855666,45,0.029411764705882353
7,1530,0.4948453608247422,45,0.029411764705882353
7,1530,0.5085910652920962,45,0.029411764705882353
7,1530,0.5301914580265095,45,0.029411764705882353
7,1530,0.5463917525773196,45,0.029411764705882353
7,1530,0.5690721649484536,45,0.029411764705882353
