cluster,max_label,max_proportion
0,8a9,0.06153846
1,6a7,0.050847456
2,3a4,0.07692308
3,9a11,0.05263158
4,3a4,0.05
5,4a5,0.05102041
6,7a8,0.044025157
7,2a3,0.30113637
8,11a12,0.07438017
9,2a3,0.12345679
10,4a5,0.066079296
11,2a3,0.069565214
12,5a11,0.08
13,7a11,0.06481481
14,3a8,0.056074765
15,9a11,0.06944445
16,11a12,0.1509434
17,5a11,0.0661157
18,10a11,0.05952381
19,9a10,0.06666667
20,10a11,0.093023255
21,4a9,0.052980132
22,9a10,0.05952381
23,2a7,0.08163265
24,5a11,0.046783626
25,2a5,0.06626506
26,7a12,0.08695652
27,9a10,0.11320755
