cluster,max_label,max_proportion
0,2a3,0.115384616
1,8a9,0.06481481
2,9a11,0.08064516
3,4a5,0.074074075
4,4a7,0.0625
5,7a11,0.083333336
6,5a7,0.07594936
7,6a7,0.05970149
8,11a12,0.14285715
9,9a10,0.06666667
10,7a8,0.078431375
11,5a11,0.08888889
12,4a9,0.054054055
13,2a5,0.16981132
14,2a3,0.33636364
15,2a7,0.1724138
16,11a12,0.1509434
17,4a5,0.10185185
18,8a9,0.06321839
19,2a7,0.078431375
20,2a7,0.14285715
21,4a9,0.053691275
22,9a11,0.07575758
23,4a9,0.083333336
24,2a7,0.10810811
25,7a8,0.1
26,7a12,0.08695652
27,3a4,0.06593407
28,4a9,0.065476194
29,2a5,0.07
30,7a12,0.050314464
31,7a11,0.084745765
32,9a11,0.09375
33,2a5,0.175
34,10a11,0.074074075
35,9a11,0.08
36,4a5,0.121212125
37,10a11,0.1097561
38,4a7,0.11111111
39,2a5,0.1
40,11a12,0.09638554
41,7a12,0.07017544
42,5a7,0.06666667
43,5a6,0.073529415
44,7a9,0.1
45,5a11,0.054545455
46,4a7,0.06557377
47,3a8,0.057971016
48,5a6,0.07272727
49,4a7,0.071428575
50,2a7,0.15
51,3a8,0.074074075
52,5a6,0.06779661
53,6a11,0.2
54,2a3,0.115384616
55,6a11,0.08695652
56,4a7,0.09090909
57,2a3,0.29032257
58,5a9,0.07936508
59,9a11,0.07317073
60,2a7,0.15
61,2a7,0.06666667
62,2a5,0.10958904
63,9a10,0.12820514
64,5a11,0.10344828
65,8a11,0.10526316
66,9a10,0.15384616
67,5a6,0.16666667
68,4a5,0.114285715
69,9a10,0.12903225
70,2a3,0.4
71,5a11,0.115384616
72,4a7,0.057971016
73,2a5,0.11764706
74,11a12,0.15
75,3a4,0.08571429
76,3a8,0.08108108
77,4a7,0.125
78,5a11,0.06666667
79,3a8,0.10344828
80,5a6,0.09677419
81,3a5,0.10169491
82,2a3,0.19607843
83,7a9,0.05263158
