pair,count
SteelDrums_Woodblock,32
MelodicTom_SteelDrums,32
SynthDrum_TinkleBell,32
MelodicTom_TaikoDrum,32
TinkleBell_Woodblock,32
MelodicTom_SynthDrum,32
Agogo_MelodicTom,32
Agogo_TinkleBell,32
Agogo_SteelDrums,32
SynthDrum_Woodblock,32
SynthDrum_TaikoDrum,32
Agogo_SynthDrum,32
MelodicTom_Woodblock,32
Agogo_TaikoDrum,32
SteelDrums_SynthDrum,32
SteelDrums_TaikoDrum,32
SteelDrums_TinkleBell,32
TaikoDrum_TinkleBell,32
TaikoDrum_Woodblock,32
Agogo_Woodblock,32
MelodicTom_TinkleBell,32
