dyn_category,proportion
subp,0.20658823529411766
subf,0.17811764705882352
revhairpin,0.17011764705882354
flat,0.16870588235294118
hairpin,0.1632941176470588
decresc,0.05741176470588235
cresc,0.05576470588235294
