dyn_category,proportion
flat,0.4789915966386555
subf,0.25210084033613445
subp,0.11764705882352941
hairpin,0.07563025210084033
revhairpin,0.04201680672268908
cresc,0.025210084033613446
decresc,0.008403361344537815
