dyn_category,proportion
hairpin,0.2180209171359614
revhairpin,0.21399839098954143
subf,0.18020917135961384
subp,0.17216411906677392
flat,0.07481898632341111
decresc,0.07160096540627514
cresc,0.06918744971842317
