dyn_category,proportion
revhairpin,0.2176022176022176
hairpin,0.20928620928620928
subp,0.1884961884961885
subf,0.17186417186417186
decresc,0.07692307692307693
flat,0.06860706860706861
cresc,0.06722106722106722
