dyn_category,proportion
flat,0.2754098360655738
subf,0.21967213114754097
subp,0.17049180327868851
hairpin,0.12786885245901639
revhairpin,0.12459016393442623
cresc,0.04262295081967213
decresc,0.03934426229508197
