dyn_category,proportion
hairpin,0.22422258592471359
subf,0.20621931260229132
revhairpin,0.19148936170212766
subp,0.15711947626841244
flat,0.088379705400982
cresc,0.07692307692307693
decresc,0.05564648117839607
