quality,proportion
major7,0.1250144692672763
minor7,0.1250144692672763
majorminor7,0.1250144692672763
minormajor7,0.1250144692672763
halfdim7,0.1250144692672763
fulldim7,0.1250144692672763
augmajor7,0.12495659219817108
augminor7,0.12495659219817108
