poly,count
4a5,378
8a9,378
5a9,378
9a10,378
8a11,378
5a7,378
7a10,378
7a11,378
7a9,378
5a6,378
3a4,378
3a5,378
9a11,378
5a8,378
4a7,378
2a3,378
10a11,378
3a7,378
6a7,378
2a5,378
4a9,378
2a7,378
3a8,378
7a8,378
6a11,378
