num_samps,over_ms
176546,3.310657596371882
176620,4.988662131519274
176841,10.0
181838,123.31065759637188
181912,124.98866213151928
182132,129.97732426303855
182133,130.0
185543,207.32426303854874
185616,208.9795918367347
185837,213.99092970521542
207416,703.3106575963718
207490,704.9886621315193
207710,709.9773242630386
207711,710.0
223601,1070.3174603174602
223675,1071.9954648526077
223895,1076.984126984127
