cluster,max_label,max_proportion
0,3a5,0.08510638
1,8a9,0.053511705
2,4a5,0.06557377
3,7a10,0.047761194
4,3a4,0.07746479
5,2a3,0.09166667
6,4a9,0.042079207
7,10a11,0.052287582
8,2a7,0.08955224
9,2a3,0.15311004
10,2a7,0.062992126
11,7a12,0.04804805
12,2a3,0.25
13,4a9,0.044871796
14,8a9,0.045714285
15,2a3,0.20481928
16,2a3,0.09615385
17,2a3,0.5294118
18,2a3,0.3181818
19,2a7,0.06818182
20,2a5,0.22222222
21,11a12,0.118644066
22,2a5,0.060386475
23,2a5,0.18181819
24,10a11,0.16666667
25,11a12,0.07027027
26,7a8,0.049808428
27,11a12,0.052188553
