cluster,max_label,max_proportion
0,4a7,0.08888889
1,10a11,0.06896552
2,2a3,0.1923077
3,4a5,0.050847456
4,8a9,0.07826087
5,2a5,0.10204082
6,2a3,0.07692308
7,2a3,0.1590909
8,5a6,0.06122449
9,7a10,0.067073174
10,11a12,0.06818182
11,2a3,0.33333334
12,4a7,0.056603774
13,2a3,0.2835821
14,4a5,0.16129032
15,8a9,0.077419356
16,3a5,0.11111111
17,11a12,0.10465116
18,8a11,0.086021505
19,11a12,0.0754717
20,5a7,0.08928572
21,2a5,0.08928572
22,11a12,0.07100592
23,2a3,0.27450982
24,5a11,0.072164945
25,4a9,0.05263158
26,2a7,0.056603774
27,5a8,0.07042254
28,2a7,0.071428575
29,2a3,0.13333334
30,6a11,0.06944445
31,5a6,0.0952381
32,4a9,0.07058824
33,10a11,0.09756097
34,10a11,0.052238807
35,6a7,0.06
36,2a5,0.08928572
37,2a3,0.36363637
38,10a11,0.16666667
39,3a4,0.14893617
40,5a11,0.065789476
41,3a5,0.072463766
42,11a12,0.060085837
43,2a7,0.13157895
44,2a3,0.5294118
45,2a3,0.08035714
46,4a5,0.07446808
47,11a12,0.06666667
48,8a9,0.11494253
49,3a4,0.11392405
50,3a7,0.06593407
51,3a8,0.11764706
52,3a8,0.071428575
53,4a9,0.1
54,2a5,0.06349207
55,7a10,0.058139537
