cluster,max_label,max_proportion
0,4a9,0.08695652
1,4a9,0.071428575
2,3a5,0.08450704
3,2a5,0.10714286
4,10a11,0.060606062
5,7a11,0.08064516
6,5a8,0.06896552
7,3a5,0.075
8,5a11,0.102564104
9,7a9,0.056603774
10,2a5,0.16666667
11,11a12,0.1
12,4a5,0.12765957
13,11a12,0.08888889
14,7a8,0.08695652
15,3a4,0.16216215
16,2a5,0.069767445
17,2a5,0.078947365
18,2a3,0.53333336
19,11a12,0.14285715
20,3a8,0.06451613
21,4a9,0.08
22,4a9,0.051282052
23,9a11,0.093457945
24,2a3,0.11111111
25,3a7,0.09677419
26,6a11,0.078431375
27,7a12,0.12765957
28,4a9,0.11904762
29,11a12,0.13333334
30,4a9,0.08
31,6a7,0.074074075
32,5a9,0.06896552
33,2a7,0.071428575
34,3a4,0.16129032
35,3a8,0.06779661
36,2a7,0.057692308
37,7a9,0.071428575
38,2a5,0.16666667
39,7a10,0.05970149
40,5a11,0.078947365
41,2a5,0.17142858
42,3a4,0.1388889
43,6a11,0.054054055
44,2a3,0.9166667
45,2a3,0.25
46,10a11,0.121212125
47,11a12,0.12307692
48,5a7,0.07272727
49,2a5,0.083333336
50,9a10,0.14583333
51,8a9,0.09836066
52,4a9,0.071428575
53,10a11,0.055555556
54,9a10,0.13953489
55,7a8,0.10169491
56,5a11,0.06451613
57,9a11,0.12857144
58,4a7,0.075
59,7a8,0.07438017
60,9a11,0.083333336
61,7a8,0.092307694
62,2a3,0.29411766
63,2a7,0.12903225
64,7a11,0.071428575
65,5a6,0.13333334
66,2a7,0.14285715
67,2a7,0.11904762
68,7a12,0.08695652
69,5a6,0.07692308
70,2a5,0.12698413
71,2a5,0.21052632
72,5a9,0.057142857
73,2a3,0.5882353
74,11a12,0.060606062
75,11a12,0.08695652
76,3a8,0.074074075
77,3a7,0.078947365
78,5a11,0.051282052
79,2a3,0.21212122
80,5a7,0.083333336
81,5a8,0.060606062
82,3a8,0.10810811
83,6a11,0.08695652
84,11a12,0.13333334
85,10a11,0.086021505
86,11a12,0.17857143
87,11a12,0.12195122
88,7a8,0.071428575
89,2a3,0.10344828
90,3a8,0.11111111
91,4a9,0.06896552
92,4a5,0.11111111
93,2a7,0.09090909
94,2a7,0.104166664
95,2a3,0.31578946
96,2a7,0.102564104
97,7a12,0.06666667
98,5a8,0.08695652
99,2a3,0.09090909
100,4a5,0.08235294
101,3a8,0.06
102,4a9,0.125
103,8a9,0.08108108
104,4a5,0.115384616
105,2a5,0.14814815
106,9a11,0.07692308
107,2a7,0.1904762
108,4a9,0.18181819
109,5a8,0.09259259
110,2a7,0.09803922
111,11a12,0.083333336
