cluster,max_label,max_proportion
0,4a7,0.06569343
1,3a7,0.06451613
2,5a7,0.06790123
3,5a6,0.078125
4,11a12,0.08053691
5,2a5,0.06666667
6,5a11,0.054054055
7,2a3,0.09243698
8,2a3,0.25925925
9,10a11,0.071794875
10,10a11,0.06451613
11,10a11,0.051587302
12,2a5,0.08264463
13,2a7,0.08450704
14,3a4,0.17431192
15,5a6,0.075
16,4a7,0.053691275
17,11a12,0.062111802
18,9a10,0.071428575
19,7a11,0.06451613
20,9a11,0.06837607
21,2a3,0.15853658
22,10a11,0.09933775
23,4a5,0.0794702
24,2a7,0.067226894
25,2a7,0.17142858
26,5a8,0.049382716
27,3a4,0.069767445
28,3a4,0.072463766
29,2a3,0.24615385
30,2a5,0.07913669
31,2a5,0.071428575
32,3a4,0.05785124
33,2a7,0.05785124
34,4a9,0.06329114
35,9a11,0.07100592
36,2a5,0.06741573
37,4a9,0.05882353
38,10a11,0.10810811
39,4a5,0.056603774
40,2a3,0.10344828
41,2a3,0.325
