dyn_category,proportion
revhairpin,0.3559435862995299
subp,0.3351242444593687
decresc,0.11820013431833445
flat,0.0987239758226998
subf,0.04231027535258563
hairpin,0.036937541974479515
cresc,0.012760241773002015
