cluster,max_label,max_proportion
0,subp,0.35928962
1,revhairpin,0.40935007
2,subp,0.5513784
3,hairpin,0.33840644
4,revhairpin,0.24575163
5,subf,0.44128114
6,hairpin,0.5108108
7,revhairpin,0.3119266
8,hairpin,0.3490446
9,revhairpin,0.375
10,subp,0.47346073
11,hairpin,0.5121951
12,hairpin,0.36178467
13,subf,0.5113636
14,revhairpin,0.33042395
15,subf,0.2021773
16,hairpin,0.375
17,revhairpin,0.4186321
18,subf,0.42204303
19,subf,0.37048194
20,hairpin,0.5053476
21,hairpin,0.4057725
22,revhairpin,0.23012552
23,revhairpin,0.39105338
