dyn_category,proportion
subp,0.4143070044709389
revhairpin,0.2757078986587183
decresc,0.09016393442622951
flat,0.08271236959761549
subf,0.06259314456035768
hairpin,0.05514157973174367
cresc,0.019374068554396422
