dyn_category,proportion
revhairpin,0.2457516339869281
subp,0.20392156862745098
flat,0.17647058823529413
subf,0.12810457516339868
hairpin,0.12418300653594772
decresc,0.08235294117647059
cresc,0.0392156862745098
