cluster,max_label,max_proportion
0,3a5,0.058441557
1,2a5,0.08152174
2,2a3,0.10429448
3,2a3,0.07446808
4,2a3,0.44186047
5,2a3,0.07070707
6,11a12,0.06542056
7,2a7,0.056737587
8,3a5,0.06282722
9,11a12,0.055776894
10,6a7,0.05376344
11,10a11,0.08759124
12,11a12,0.05179283
13,9a10,0.06451613
14,7a8,0.051282052
15,7a8,0.06875
16,2a3,0.059602648
17,11a12,0.056497175
18,11a12,0.06989247
19,4a7,0.08450704
20,2a7,0.07317073
21,2a5,0.06741573
22,3a5,0.058333334
23,7a9,0.054545455
24,2a3,0.16666667
25,6a7,0.054187194
26,2a5,0.10769231
27,5a11,0.05970149
28,7a9,0.056074765
29,2a3,0.07954545
30,2a3,0.22580644
31,5a11,0.057591625
32,2a5,0.05952381
33,2a3,0.21212122
34,2a3,0.10638298
35,2a3,0.094339624
36,3a4,0.10869565
37,4a9,0.06521739
38,9a11,0.05970149
39,10a11,0.16216215
40,10a11,0.0952381
41,4a5,0.0625
