quality,proportion
major7,0.1398312690719799
minor7,0.13660025130138215
augmajor7,0.13318973254352898
minormajor7,0.13193322563274099
majorminor7,0.11936815652486088
halfdim7,0.11811164961407287
augminor7,0.11523963381798599
fulldim7,0.10572608149344821
