quality,proportion
fulldim7,0.1425895087427144
augmajor7,0.1371773522064946
minormajor7,0.13072439633638636
halfdim7,0.12260616153205663
augminor7,0.11990008326394672
majorminor7,0.11906744379683597
major7,0.11698584512905912
minor7,0.11094920899250625
