quality,proportion
augminor7,0.20949720670391062
augmajor7,0.19074221867517957
minormajor7,0.1727853152434158
minor7,0.12490023942537909
major7,0.11372705506783719
majorminor7,0.09497206703910614
halfdim7,0.08898643256185156
fulldim7,0.004389465283320032
