cluster,max_label,max_proportion
0,fulldim7,0.1534296
1,fulldim7,0.47118154
2,minor7,0.1469534
3,augmajor7,0.23986928
4,major7,0.125
5,majorminor7,0.13548884
6,minor7,0.31642827
7,halfdim7,0.14083259
8,fulldim7,0.13969733
9,minormajor7,0.26914778
10,fulldim7,0.1423221
11,fulldim7,0.12840466
12,minor7,0.1346831
13,augminor7,0.1748179
14,halfdim7,0.12727273
15,fulldim7,0.13178295
16,fulldim7,0.19028006
17,augmajor7,0.19056785
18,minor7,0.1395
19,fulldim7,0.45596206
20,halfdim7,0.12867133
21,majorminor7,0.12850812
22,major7,0.1254902
23,major7,0.125
24,augmajor7,0.24763903
25,augmajor7,0.13423295
26,fulldim7,0.39543727
27,minormajor7,0.13578501
28,major7,0.15454546
29,major7,0.1420932
30,halfdim7,0.13063063
31,minormajor7,0.18944444
