cluster,max_label,max_proportion
0,subp,0.25547445
1,hairpin,0.23005319
2,hairpin,0.19256435
3,revhairpin,0.22332859
4,subp,0.21071863
5,hairpin,0.20496084
6,subf,0.19907407
7,subp,0.29977116
8,flat,0.30633804
9,hairpin,0.21847507
10,flat,0.20903955
11,hairpin,0.22338404
12,hairpin,0.19873817
13,flat,0.30633804
14,flat,0.4050633
15,hairpin,0.2094763
16,hairpin,0.22955975
17,hairpin,0.20440252
18,subp,0.24788135
19,revhairpin,0.22142857
20,subp,0.21159029
21,hairpin,0.22096956
22,hairpin,0.20869565
23,revhairpin,0.20628415
