dyn_category,proportion
revhairpin,0.22015915119363394
hairpin,0.21750663129973474
subp,0.17595048629531387
subf,0.16799292661361626
decresc,0.07692307692307693
cresc,0.07250221043324491
flat,0.06896551724137931
