dyn_category,proportion
hairpin,0.20615722924683894
revhairpin,0.200109950522265
subf,0.17097306212204508
subp,0.16657504123144584
flat,0.12204507971412865
cresc,0.06816932380428807
decresc,0.06597031335898845
