dyn_category,proportion
hairpin,0.20696937697993664
revhairpin,0.20591341077085534
subf,0.18373812038014783
subp,0.17740232312565998
flat,0.08870116156282999
decresc,0.07180570221752904
cresc,0.06546990496304118
