cluster,max_label,max_proportion
0,3a7,0.06849315
1,9a10,0.06451613
2,6a11,0.059139784
3,4a9,0.071428575
4,2a3,0.089108914
5,6a11,0.053333335
6,10a11,0.08661418
7,9a11,0.084337346
8,2a7,0.053333335
9,11a12,0.17857143
10,5a6,0.072463766
11,3a8,0.084033616
12,3a8,0.07446808
13,2a7,0.07272727
14,9a10,0.15189873
15,7a8,0.0877193
16,7a11,0.06849315
17,5a11,0.096296296
18,7a9,0.06
19,2a7,0.08928572
20,4a9,0.07058824
21,3a4,0.08888889
22,6a7,0.08163265
23,8a9,0.09756097
24,4a5,0.12328767
25,2a5,0.07317073
26,2a7,0.08196721
27,6a7,0.074074075
28,11a12,0.13333334
29,4a7,0.0882353
30,4a5,0.07377049
31,2a7,0.15625
32,2a3,0.23188406
33,5a6,0.083333336
34,4a9,0.08108108
35,11a12,0.074074075
36,7a12,0.061946902
37,2a3,0.3090909
38,7a12,0.07272727
39,2a3,0.1923077
40,3a4,0.09756097
41,11a12,0.06666667
42,9a10,0.1875
43,4a9,0.0625
44,2a5,0.057471264
45,2a7,0.115384616
46,7a10,0.08955224
47,7a8,0.08791209
48,3a4,0.083333336
49,9a10,0.0952381
50,11a12,0.13333334
51,10a11,0.13461539
52,4a7,0.08928572
53,2a3,0.28947368
54,2a3,0.4
55,5a11,0.060606062
56,5a11,0.0875
57,4a9,0.11111111
58,5a9,0.08695652
59,3a8,0.09411765
60,8a9,0.06666667
61,4a7,0.071428575
62,2a3,0.11764706
63,5a6,0.10526316
64,7a12,0.1923077
65,11a12,0.18181819
66,7a12,0.11111111
67,2a7,0.08510638
68,5a11,0.051282052
69,4a9,0.05882353
70,2a3,0.36842105
71,6a7,0.0952381
72,4a5,0.1904762
73,2a7,0.15
74,4a9,0.09677419
75,2a5,0.09677419
76,7a9,0.07317073
77,7a8,0.1
78,5a11,0.10714286
79,4a9,0.06818182
80,5a6,0.12903225
81,3a4,0.10606061
82,2a3,0.16666667
83,2a7,0.083333336
