dyn_category,proportion
hairpin,0.23076923076923078
revhairpin,0.23076923076923078
subf,0.1794871794871795
subp,0.16666666666666666
cresc,0.07692307692307693
decresc,0.07692307692307693
flat,0.038461538461538464
