cluster,max_label,max_proportion
0,3a5,0.061068702
1,9a10,0.05882353
2,3a4,0.13636364
3,11a12,0.062801935
4,2a7,0.05882353
5,2a3,0.083333336
6,2a7,0.0927835
7,4a9,0.060240965
8,2a5,0.061728396
9,2a3,0.20987654
10,8a9,0.06486487
11,3a8,0.06403941
12,11a12,0.062893085
13,2a7,0.07874016
14,2a3,0.2195122
15,4a5,0.05263158
16,10a11,0.075
17,10a11,0.07092199
18,2a7,0.10091743
19,4a5,0.07070707
20,3a4,0.07602339
21,2a5,0.048275862
22,3a5,0.0625
23,2a5,0.07692308
24,7a11,0.07
25,7a8,0.069767445
26,7a12,0.060606062
27,2a3,0.2820513
28,4a5,0.05511811
29,9a10,0.05755396
30,9a11,0.05109489
31,5a11,0.055555556
32,2a3,0.25
33,8a9,0.09174312
34,3a7,0.06153846
35,3a4,0.056338027
36,7a8,0.051948052
37,11a12,0.06626506
38,10a11,0.10606061
39,7a12,0.06521739
40,3a5,0.118421055
41,2a7,0.05952381
