poly,proportion
8a9,0.061224489795918366
7a9,0.05102040816326531
5a6,0.05102040816326531
10a11,0.04081632653061224
11a12,0.04081632653061224
5a11,0.04081632653061224
6a11,0.04081632653061224
7a10,0.04081632653061224
8a11,0.04081632653061224
7a8,0.04081632653061224
6a7,0.04081632653061224
2a5,0.04081632653061224
3a5,0.04081632653061224
4a5,0.04081632653061224
3a4,0.04081632653061224
9a11,0.030612244897959183
7a12,0.030612244897959183
9a10,0.030612244897959183
5a8,0.030612244897959183
7a11,0.030612244897959183
4a9,0.030612244897959183
3a7,0.030612244897959183
4a7,0.030612244897959183
5a7,0.030612244897959183
5a9,0.02040816326530612
2a7,0.02040816326530612
3a8,0.02040816326530612
2a3,0.01020408163265306
