cluster,max_label,max_proportion
0,subf,0.31325302
1,hairpin,0.21309371
2,revhairpin,0.21318682
3,revhairpin,0.21793275
4,hairpin,0.23932926
5,subf,0.2736842
6,hairpin,0.3515625
7,hairpin,0.2365989
8,subp,0.41020408
9,subf,0.22040816
10,subf,0.2139219
11,hairpin,0.32110092
12,flat,0.19518073
13,revhairpin,0.44360903
14,revhairpin,0.38327527
15,flat,0.21774194
16,hairpin,0.23494688
17,subf,0.29649594
18,subp,0.36818182
19,hairpin,0.25028312
20,hairpin,0.22939068
21,flat,0.8675958
22,subf,0.29080674
23,subp,0.5186722
24,revhairpin,0.3206522
25,flat,0.21428572
26,hairpin,0.31891027
27,subf,0.2802198
