dyn_category,proportion
subf,0.21560740144810941
subp,0.21238938053097345
revhairpin,0.18584070796460178
hairpin,0.16975060337892195
flat,0.09654062751407884
cresc,0.06436041834271923
decresc,0.05551086082059534
