cluster,max_label,max_proportion
0,subf,0.2993865
1,hairpin,0.21727748
2,revhairpin,0.22003284
3,revhairpin,0.2176617
4,hairpin,0.23896499
5,subf,0.28451884
6,hairpin,0.33668342
7,hairpin,0.19700967
8,subp,0.41020408
9,subf,0.21881391
10,subf,0.21452703
11,hairpin,0.32069972
12,flat,0.19194312
13,revhairpin,0.37623763
14,revhairpin,0.38327527
15,flat,0.21774194
16,hairpin,0.23494688
17,subf,0.25603864
18,subf,0.3846154
19,hairpin,0.2502844
20,hairpin,0.22183709
21,flat,0.6824324
22,subf,0.2817164
23,subp,0.46766168
