dyn_category,proportion
hairpin,0.20671305771592305
revhairpin,0.1952517396643471
subf,0.18133442488743348
subp,0.17478510028653296
flat,0.10806385591485879
decresc,0.06753990994678674
cresc,0.0663119115841179
