cluster,max_label,max_proportion
0,3a4,0.03752606
1,2a5,0.03664122
2,4a9,0.25
3,9a10,0.2857143
4,11a12,1.0
5,9a10,0.5
6,5a11,0.4
7,5a11,0.2
8,8a9,0.33333334
9,9a11,0.3
10,9a10,1.0
11,9a11,0.5
12,5a11,0.5
13,9a11,0.5
14,9a10,0.22222222
15,7a10,0.33333334
16,4a9,0.5
17,9a11,0.4
18,9a10,0.22222222
19,9a10,1.0
20,5a11,0.5
21,7a8,1.0
22,7a10,0.33333334
23,7a10,0.5
24,7a10,0.5
25,10a11,1.0
26,3a7,1.0
27,2a7,1.0
28,2a7,0.25
29,3a8,1.0
30,7a12,1.0
31,8a11,0.5
32,7a9,0.5
33,10a11,1.0
34,11a12,0.33333334
35,5a11,0.14285715
36,4a9,1.0
37,2a3,1.0
38,3a8,1.0
39,2a7,1.0
40,7a12,1.0
41,10a11,1.0
42,7a12,1.0
43,5a8,1.0
44,10a11,1.0
45,7a10,1.0
46,7a10,1.0
47,3a8,1.0
48,7a12,1.0
49,9a10,1.0
50,3a5,1.0
51,7a11,1.0
52,8a11,1.0
53,7a10,1.0
54,7a9,1.0
55,11a12,1.0
56,11a12,1.0
57,7a12,1.0
58,11a12,1.0
59,8a11,1.0
60,3a8,1.0
61,3a8,1.0
62,3a8,1.0
63,7a10,1.0
64,5a11,0.5
65,7a10,1.0
66,7a8,1.0
67,3a8,1.0
68,7a10,0.33333334
69,7a12,1.0
70,7a12,1.0
71,2a3,1.0
72,9a10,1.0
73,7a12,1.0
74,5a9,1.0
75,9a10,1.0
76,9a10,1.0
77,7a12,1.0
78,11a12,1.0
79,7a10,1.0
80,9a11,1.0
81,3a8,1.0
82,4a5,1.0
83,9a10,1.0
