cluster,max_label,max_proportion
0,3a4,0.03706246
1,7a10,1.0
2,11a12,1.0
3,8a9,0.25
4,5a11,0.1875
5,5a11,0.16666667
6,9a11,0.5
7,4a9,0.5
8,5a11,0.14285715
9,9a10,1.0
10,11a12,1.0
11,9a10,0.22222222
12,2a3,0.036400404
13,2a7,0.25
14,3a8,1.0
15,7a10,0.33333334
16,10a11,1.0
17,9a10,1.0
18,9a10,1.0
19,2a7,1.0
20,10a11,1.0
21,7a8,1.0
22,9a10,1.0
23,7a10,0.5
24,7a10,0.5
25,4a9,0.5
26,5a11,0.5
27,2a7,1.0
28,7a12,1.0
29,8a11,1.0
30,7a12,1.0
31,5a11,0.5
32,7a9,0.5
33,7a10,0.33333334
34,7a12,1.0
35,2a3,1.0
36,7a12,1.0
37,9a10,1.0
38,7a12,1.0
39,7a10,1.0
40,7a12,1.0
41,9a10,1.0
42,7a12,1.0
43,5a8,1.0
44,10a11,1.0
45,7a10,0.33333334
46,7a10,1.0
47,3a8,1.0
48,7a12,1.0
49,9a10,1.0
50,3a5,1.0
51,7a11,1.0
52,10a11,1.0
53,7a10,1.0
54,7a9,1.0
55,11a12,1.0
