dyn_category,proportion
subf,0.22911577918905715
subp,0.22618466047874938
hairpin,0.19345383488031265
revhairpin,0.18563751831949193
cresc,0.063019052271617
decresc,0.057156814851001464
flat,0.045432340009770394
