dyn_category,proportion
revhairpin,0.2524977293369664
hairpin,0.24795640326975477
subp,0.1734786557674841
subf,0.14986376021798364
decresc,0.08991825613079019
cresc,0.07811080835603997
flat,0.008174386920980926
