dyn_category,proportion
flat,0.2246376811594203
subp,0.20772946859903382
subf,0.1932367149758454
revhairpin,0.14251207729468598
hairpin,0.14009661835748793
decresc,0.04830917874396135
cresc,0.043478260869565216
