cluster,max_label,max_proportion
0,4a5,0.065789476
1,2a7,0.11111111
2,8a9,0.07272727
3,11a12,0.11666667
4,2a5,0.07936508
5,3a4,0.13725491
6,2a7,0.078431375
7,8a9,0.1
8,9a10,0.17142858
9,4a5,0.072463766
10,7a11,0.06896552
11,11a12,0.060606062
12,3a5,0.06
13,7a11,0.06896552
14,9a11,0.072463766
15,11a12,0.08695652
16,6a7,0.1
17,9a11,0.09
18,3a8,0.06666667
19,2a7,0.1
20,11a12,0.1904762
21,9a10,0.09589041
22,7a11,0.08
23,3a4,0.114754096
24,2a5,0.06122449
25,10a11,0.08
26,2a7,0.10714286
27,2a7,0.071428575
28,2a3,0.0952381
29,5a8,0.08108108
30,4a5,0.08928572
31,4a9,0.0625
32,4a9,0.06666667
33,3a8,0.09803922
34,5a11,0.077586204
35,3a8,0.125
36,9a10,0.08163265
37,2a3,0.17886178
38,7a10,0.08571429
39,4a9,0.055555556
40,8a11,0.0875
41,2a7,0.13333334
42,2a5,0.10526316
43,3a5,0.07317073
44,6a11,0.08695652
45,3a7,0.07017544
46,7a8,0.0989011
47,2a7,0.102564104
48,2a7,0.093023255
49,7a8,0.09411765
50,9a10,0.071428575
51,11a12,0.13207547
52,3a8,0.07692308
53,2a5,0.125
54,10a11,0.11111111
55,4a5,0.071428575
56,7a8,0.08163265
57,2a5,0.06153846
58,5a11,0.11764706
59,5a7,0.0882353
60,7a8,0.084337346
61,3a4,0.08219178
62,3a4,0.078431375
63,11a12,0.11111111
64,11a12,0.101265825
65,3a7,0.075
66,7a8,0.09375
67,6a7,0.09836066
68,3a4,0.084745765
69,5a9,0.05263158
70,2a3,0.071428575
71,5a6,0.08139535
72,2a3,0.509434
73,2a5,0.1
74,7a9,0.060606062
75,11a12,0.08163265
76,6a11,0.0625
77,9a10,0.071428575
78,11a12,0.12676056
79,9a10,0.05882353
80,2a3,0.23255815
81,2a3,0.1632653
82,4a9,0.07317073
83,2a7,0.123595506
