poly,proportion
7a9,0.06741573033707865
7a10,0.06741573033707865
9a10,0.06741573033707865
7a8,0.06741573033707865
5a9,0.056179775280898875
7a11,0.056179775280898875
7a12,0.056179775280898875
5a7,0.056179775280898875
8a9,0.0449438202247191
10a11,0.0449438202247191
5a8,0.0449438202247191
5a6,0.0449438202247191
4a9,0.033707865168539325
9a11,0.033707865168539325
8a11,0.033707865168539325
4a7,0.033707865168539325
6a7,0.033707865168539325
3a8,0.02247191011235955
6a11,0.02247191011235955
3a5,0.02247191011235955
4a5,0.02247191011235955
5a11,0.02247191011235955
11a12,0.011235955056179775
2a7,0.011235955056179775
3a7,0.011235955056179775
2a5,0.011235955056179775
