quality,proportion
fulldim7,0.13325031133250312
minor7,0.12577833125778332
augmajor7,0.12577833125778332
halfdim7,0.12453300124533001
augminor7,0.12453300124533001
majorminor7,0.1232876712328767
major7,0.12204234122042341
minormajor7,0.12079701120797011
