cluster,max_label,max_proportion
0,fulldim7,0.17633042
1,augminor7,0.1355102
2,majorminor7,0.14218456
3,fulldim7,0.4577685
4,fulldim7,0.21847002
5,minormajor7,0.13333334
6,fulldim7,0.13308458
7,minormajor7,0.23550466
8,major7,0.19925374
9,minormajor7,0.24783362
10,major7,0.1511811
11,minor7,0.13882703
12,minor7,0.1650655
13,major7,0.125
14,major7,0.1313253
15,minormajor7,0.1285347
16,augmajor7,0.25
17,minormajor7,0.12942779
18,minor7,0.13545817
19,halfdim7,0.12770137
20,fulldim7,0.43192947
21,minor7,0.14528102
22,major7,0.125
23,augmajor7,0.2496799
24,augmajor7,0.16196448
25,fulldim7,0.4224138
26,major7,0.14831574
27,minor7,0.14472608
28,major7,0.125
29,augmajor7,0.14217253
30,minor7,0.40589887
31,fulldim7,0.17034483
