quality,proportion
fulldim7,0.1519674355495251
minor7,0.1322930800542741
augmajor7,0.12754409769335143
majorminor7,0.12279511533242876
major7,0.11906377204884667
minormajor7,0.11770691994572592
halfdim7,0.11601085481682497
augminor7,0.11261872455902307
