cluster,max_label,max_proportion
0,fulldim7,0.1707126
1,augmajor7,0.13273002
2,minor7,0.14407381
3,fulldim7,0.4825
4,majorminor7,0.16132422
5,minormajor7,0.13333334
6,fulldim7,0.13325031
7,augmajor7,0.21795706
8,major7,0.20521173
9,augmajor7,0.23385939
10,major7,0.14185303
11,minor7,0.1385159
12,minor7,0.16214058
13,major7,0.1254902
14,augmajor7,0.13253698
15,minormajor7,0.1285347
16,minormajor7,0.22053675
17,minormajor7,0.12942779
18,augminor7,0.13169898
19,major7,0.12790698
20,fulldim7,0.39013454
21,minor7,0.14328063
22,major7,0.125
23,augmajor7,0.24565916
24,majorminor7,0.13685735
25,fulldim7,0.40905875
26,major7,0.1464684
27,minor7,0.14367114
