cluster,max_label,max_proportion
0,fulldim7,0.13665944
1,halfdim7,0.12878999
2,augmajor7,0.13461539
3,major7,0.125
4,major7,0.125
5,major7,0.13412409
6,minor7,0.13651878
7,minor7,0.12927496
8,fulldim7,0.13361463
9,minormajor7,0.14003436
10,major7,0.125
11,major7,0.1254902
12,augminor7,0.13033707
13,augmajor7,0.1411087
14,fulldim7,0.1365731
15,major7,0.125
16,augmajor7,0.16373858
17,fulldim7,0.13157895
18,augmajor7,0.15186916
19,fulldim7,0.14576803
20,minormajor7,0.12952732
21,halfdim7,0.13679245
22,fulldim7,0.1344411
23,fulldim7,0.13216846
