cluster,max_label,max_proportion
0,fulldim7,0.15714286
1,majorminor7,0.13204592
2,minormajor7,0.1364266
3,major7,0.125
4,major7,0.125
5,fulldim7,0.13675214
6,augmajor7,0.13113604
7,major7,0.13000818
8,major7,0.1294698
9,minormajor7,0.13764338
10,major7,0.125
11,halfdim7,0.13069306
12,halfdim7,0.1292373
13,augmajor7,0.1392405
14,fulldim7,0.13719513
15,major7,0.125
16,augmajor7,0.16573259
17,fulldim7,0.13157895
18,augmajor7,0.15426998
19,fulldim7,0.14712153
20,fulldim7,0.13486455
21,halfdim7,0.13197425
22,fulldim7,0.13486513
23,fulldim7,0.13915694
24,augmajor7,0.13636364
25,minormajor7,0.14675768
26,fulldim7,0.13133
27,minormajor7,0.1279555
28,fulldim7,0.1302799
29,fulldim7,0.13516895
30,fulldim7,0.13632205
31,major7,0.13469388
