quality,proportion
fulldim7,0.13630679449770738
halfdim7,0.12972071696540224
majorminor7,0.12630262609420592
minor7,0.12488536890370988
major7,0.1220508545227178
minormajor7,0.12113380575239684
augminor7,0.1204668611921634
augmajor7,0.11913297207169654
