cluster,max_label,max_proportion
0,fulldim7,0.1457935
1,halfdim7,0.13130535
2,augminor7,0.13639478
3,major7,0.125
4,major7,0.125
5,minor7,0.13251784
6,major7,0.13203883
7,minor7,0.12836438
8,fulldim7,0.13302752
9,augminor7,0.13960114
10,major7,0.125
11,halfdim7,0.13069306
12,halfdim7,0.12959285
13,augmajor7,0.14137034
14,fulldim7,0.14330909
15,major7,0.125
16,augmajor7,0.16210374
17,fulldim7,0.13157895
18,augmajor7,0.14081997
19,halfdim7,0.13743219
20,augmajor7,0.12978844
21,halfdim7,0.13304253
22,fulldim7,0.13424295
23,fulldim7,0.14249875
24,minormajor7,0.13307984
25,minormajor7,0.1310764
26,fulldim7,0.13054067
27,minormajor7,0.12809917
