quality,proportion
minormajor7,0.1278295605858855
minor7,0.12649800266311584
majorminor7,0.12649800266311584
augminor7,0.12649800266311584
major7,0.12516644474034622
halfdim7,0.12250332889480692
fulldim7,0.12250332889480692
augmajor7,0.12250332889480692
