cluster,max_label,max_proportion
0,7a8,0.083333336
1,10a11,0.06557377
2,2a7,0.06451613
3,7a12,0.053658538
4,2a5,0.083333336
5,2a3,0.26811594
6,5a6,0.06153846
7,11a12,0.07913669
8,11a12,0.055248618
9,10a11,0.05909091
10,3a8,0.04712042
11,3a5,0.0877193
12,4a5,0.05882353
13,4a5,0.07462686
14,4a5,0.08018868
15,2a5,0.08510638
16,4a7,0.0625
17,3a4,0.054347824
18,10a11,0.062801935
19,2a5,0.10638298
20,8a11,0.052380953
21,4a9,0.05691057
22,5a7,0.054347824
23,3a8,0.053254437
24,4a9,0.049382716
25,9a11,0.09375
26,3a4,0.15789473
27,2a5,0.06153846
28,10a11,0.083333336
29,7a12,0.05945946
30,7a8,0.067961164
31,2a5,0.06306306
32,2a3,0.09677419
33,2a5,0.092307694
34,2a7,0.08450704
35,2a3,0.38333333
36,9a11,0.06451613
37,10a11,0.12
38,11a12,0.11111111
39,2a5,0.12698413
40,4a9,0.06306306
41,2a3,0.14035088
