quality,proportion
fulldim7,0.5036572622779519
halfdim7,0.23510971786833856
majorminor7,0.2089864158829676
minor7,0.027168234064785787
augminor7,0.013584117032392894
major7,0.01044932079414838
minormajor7,0.0010449320794148381
