quality,proportion
halfdim7,0.14266666666666666
majorminor7,0.13866666666666666
major7,0.13333333333333333
minor7,0.132
augminor7,0.13066666666666665
minormajor7,0.11333333333333333
augmajor7,0.108
fulldim7,0.10133333333333333
